UNIX,EDA,EDA_Raw,EDA_Clean,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime,Participant
1677138482,0.121631,0.121631,0.121637368,0.111670199,0.009967169,0,0,0.0,0.0,0.0,0,0.0,P26
1677138482,0.1562,0.1562,0.155089098,0.112083216,0.043005881,0,0,0.0,0.0,0.0,0,0.0,P26
1677138483,0.103707,0.103707,0.104941939,0.112602831,-0.007660892,0,0,0.0,0.0,0.0,0,0.0,P26
1677138483,0.098585,0.098585,0.098006552,0.113233881,-0.015227329,0,0,0.0,0.0,0.0,0,0.0,P26
1677138483,0.112669,0.112669,0.113074168,0.113981213,-0.000907045,0,0,0.0,0.0,0.0,0,0.0,P26
1677138483,0.07938,0.07938,0.077605597,0.114849658,-0.037244062,0,0,0.0,0.0,0.0,0,0.0,P26
1677138484,0.069138,0.069138,0.073547953,0.115844008,-0.042296055,0,0,0.0,0.0,0.0,0,0.0,P26
1677138484,0.083221,0.083221,0.076416048,0.116968986,-0.040552938,0,0,0.0,0.0,0.0,0,0.0,P26
1677138484,0.044812,0.044812,0.052259849,0.118229221,-0.065969372,0,0,0.0,0.0,0.0,0,0.0,P26
1677138484,0.084502,0.084502,0.07845134,0.119629232,-0.041177892,0,0,0.0,0.0,0.0,0,0.0,P26
1677138485,0.090903,0.090903,0.094615285,0.121173418,-0.026558133,0,0,0.0,0.0,0.0,0,0.0,P26
1677138485,0.051213,0.051213,0.049258756,0.12286607,-0.073607314,0,0,0.0,0.0,0.0,0,0.0,P26
1677138485,0.034569,0.034569,0.036150307,0.124711365,-0.088561058,0,0,0.0,0.0,0.0,0,0.0,P26
1677138485,0.049933,0.049933,0.047584799,0.126713326,-0.079128527,0,0,0.0,0.0,0.0,0,0.0,P26
1677138486,0.023046,0.023046,0.026545466,0.128875788,-0.102330321,0,0,0.0,0.0,0.0,0,0.0,P26
1677138486,0.012803,0.012803,0.008325976,0.131202373,-0.122876397,0,0,0.0,0.0,0.0,0,0.0,P26
1677138486,0.0,0.0,0.005208738,0.13369646,-0.128487722,0,0,0.0,0.0,0.0,0,0.0,P26
1677138486,0.0,0.0,-0.006003196,0.136361145,-0.142364341,0,0,0.0,0.0,0.0,0,0.0,P26
1677138487,0.0,0.0,0.007386858,0.139199221,-0.131812363,0,0,0.0,0.0,0.0,0,0.0,P26
1677138487,0.058895,0.058895,0.04891898,0.142213162,-0.093294182,0,0,0.0,0.0,0.0,0,0.0,P26
1677138487,0.010243,0.010243,0.024309075,0.145405153,-0.121096078,0,0,0.0,0.0,0.0,0,0.0,P26
1677138487,0.005121,0.005121,-0.013590083,0.148777095,-0.162367178,0,0,0.0,0.0,0.0,0,0.0,P26
1677138488,0.0,0.0,0.020907322,0.152330591,-0.131423269,0,0,0.0,0.0,0.0,0,0.0,P26
1677138488,0.0,0.0,-0.016260412,0.156066912,-0.172327324,0,0,0.0,0.0,0.0,0,0.0,P26
1677138488,0.028167,0.028167,0.030051074,0.159986972,-0.129935898,0,0,0.0,0.0,0.0,0,0.0,P26
1677138488,0.261187,0.261187,0.281155709,0.16409137,0.117064338,0,0,0.0,0.0,0.0,0,0.0,P26
1677138489,0.3124,0.3124,0.271369593,0.168380554,0.102989039,0,0,0.0,0.0,0.0,0,0.0,P26
1677138489,0.088343,0.088343,0.139584371,0.172855027,-0.033270656,0,0,0.0,0.0,0.0,0,0.0,P26
1677138489,0.304718,0.304718,0.258874313,0.177515427,0.081358886,0,0,0.0,0.0,0.0,0,0.0,P26
1677138489,0.15748,0.15748,0.186969757,0.182362492,0.004607265,0,0,0.0,0.0,0.0,0,0.0,P26
1677138490,0.0,0.0,-0.013385979,0.187397,-0.200782979,0,0,0.0,0.0,0.0,0,0.0,P26
1677138490,0.0,0.0,0.007520779,0.192619628,-0.185098848,0,0,0.0,0.0,0.0,0,0.0,P26
1677138490,0.0,0.0,-0.014154681,0.198030749,-0.21218543,0,0,0.0,0.0,0.0,0,0.0,P26
1677138490,0.008962,0.008962,0.036222343,0.2036303,-0.167407958,0,0,0.0,0.0,0.0,0,0.0,P26
1677138491,0.285513,0.285513,0.247993437,0.209417797,0.038575641,0,0,0.0,0.0,0.0,0,0.0,P26
1677138491,0.212535,0.212535,0.250986524,0.215392477,0.035594047,0,0,0.0,0.0,0.0,0,0.0,P26
1677138491,0.192049,0.192049,0.162762101,0.221553496,-0.058791395,0,0,0.0,0.0,0.0,0,0.0,P26
1677138491,0.247103,0.247103,0.260830919,0.227900009,0.032930911,0,0,0.0,0.0,0.0,0,0.0,P26
1677138492,0.410986,0.410986,0.414053292,0.234431191,0.1796221,0,0,0.0,0.0,0.0,0,0.0,P26
1677138492,0.405864,0.405864,0.388855607,0.241146347,0.14770926,0,0,0.0,0.0,0.0,0,0.0,P26
1677138492,0.171564,0.171564,0.198088648,0.248045032,-0.049956383,0,0,0.0,0.0,0.0,0,0.0,P26
1677138492,0.147238,0.147238,0.114479436,0.255126994,-0.140647559,0,0,0.0,0.0,0.0,0,0.0,P26
1677138493,0.144677,0.144677,0.182808154,0.262391957,-0.079583803,0,0,0.0,0.0,0.0,0,0.0,P26
1677138493,0.304718,0.304718,0.260773127,0.269839462,-0.009066335,0,0,0.0,0.0,0.0,0,0.0,P26
1677138493,0.289354,0.289354,0.338153779,0.277468891,0.060684888,0,0,0.0,0.0,0.0,0,0.0,P26
1677138493,0.38794,0.38794,0.338813871,0.285279595,0.053534275,0,0,0.0,0.0,0.0,0,0.0,P26
1677138494,0.282953,0.282953,0.324603915,0.293270997,0.031332917,0,0,0.0,0.0,0.0,0,0.0,P26
1677138494,0.448115,0.448115,0.42188421,0.301442641,0.120441569,0,0,0.0,0.0,0.0,0,0.0,P26
1677138494,0.453236,0.453236,0.460140348,0.309794232,0.150346116,0,0,0.0,0.0,0.0,0,0.0,P26
1677138494,0.480123,0.480123,0.490085581,0.318325724,0.171759858,0,0,0.0,0.0,0.0,0,0.0,P26
1677138495,0.647846,0.647846,0.628638101,0.327037429,0.301600672,0,0,0.0,0.0,0.0,0,0.0,P26
1677138495,0.595353,0.595353,0.614524801,0.335930143,0.278594659,0,0,0.0,0.0,0.0,0,0.0,P26
1677138495,0.597914,0.597914,0.587081533,0.345005252,0.24207628,1,0,0.0,0.0,0.0,0,0.0,P26
1677138495,0.814289,0.814289,0.809422804,0.354264813,0.455157992,0,1,0.455157992,0.213081711,0.125,0,0.0,P26
1677138496,0.730054,0.730054,0.757853483,0.363711633,0.394141849,0,0,0.0,0.0,0.0,0,0.0,P26
1677138496,0.392047,0.392047,0.336157826,0.373349345,-0.03719152,0,0,0.0,0.0,0.0,0,0.0,P26
1677138496,0.225605,0.225605,0.307617552,0.383182204,-0.075564652,1,0,0.0,0.0,0.0,0,0.0,P26
1677138496,0.724933,0.724933,0.629720852,0.393214725,0.236506127,0,0,0.0,0.0,0.0,0,0.0,P26
1677138497,0.662197,0.662197,0.748367279,0.403451583,0.344915696,0,1,0.344915696,0.420480348,0.25,0,0.0,P26
1677138497,0.772305,0.772305,0.719888707,0.413897865,0.305990841,0,0,0.0,0.0,0.0,0,0.0,P26
1677138497,0.683962,0.683962,0.683862305,0.424559317,0.259302988,0,0,0.0,0.0,0.0,0,0.0,P26
1677138497,0.471428,0.471428,0.530116973,0.435442366,0.094674607,0,0,0.0,0.0,0.0,1,0.375,P26
1677138498,0.348516,0.348516,0.241211686,0.446553927,-0.20534224,0,0,0.0,0.0,0.0,0,0.0,P26
1677138498,0.018191,0.018191,0.149327543,0.457901034,-0.30857349,0,0,0.0,0.0,0.0,0,0.0,P26
1677138498,0.476282,0.476282,0.354329055,0.469490432,-0.115161376,0,0,0.0,0.0,0.0,0,0.0,P26
1677138498,0.412266,0.412266,0.494283789,0.481328414,0.012955375,0,0,0.0,0.0,0.0,0,0.0,P26
1677138499,0.535177,0.535177,0.511217006,0.493420969,0.017796037,0,0,0.0,0.0,0.0,0,0.0,P26
1677138499,0.473722,0.473722,0.439940871,0.505773981,-0.06583311,0,0,0.0,0.0,0.0,0,0.0,P26
1677138499,0.218936,0.218936,0.292598598,0.518393271,-0.225794674,0,0,0.0,0.0,0.0,0,0.0,P26
1677138499,0.35209,0.35209,0.267194194,0.531284438,-0.264090244,1,0,0.0,0.0,0.0,0,0.0,P26
1677138500,0.336726,0.336726,0.403138522,0.544452666,-0.141314143,0,0,0.0,0.0,0.0,0,0.0,P26
1677138500,0.631202,0.631202,0.604748583,0.55790268,0.046845903,0,0,0.0,0.0,0.0,0,0.0,P26
1677138500,0.720825,0.720825,0.700204884,0.571638939,0.128565945,0,1,0.128565945,0.39265619,0.375,0,0.0,P26
1677138500,0.576415,0.576415,0.635730517,0.585665901,0.050064616,0,0,0.0,0.0,0.0,0,0.0,P26
1677138501,0.497034,0.497034,0.418630583,0.59998815,-0.181357567,0,0,0.0,0.0,0.0,1,0.25,P26
1677138501,0.0,0.0,0.074755282,0.614610209,-0.539854927,0,0,0.0,0.0,0.0,0,0.0,P26
1677138501,0.0,0.0,-0.053715115,0.629536067,-0.683251181,0,0,0.0,0.0,0.0,0,0.0,P26
1677138501,0.0,0.0,0.025508679,0.64476863,-0.619259951,0,0,0.0,0.0,0.0,0,0.0,P26
1677138502,0.0,0.0,0.000224037,0.660309383,-0.660085345,0,0,0.0,0.0,0.0,0,0.0,P26
1677138502,0.0,0.0,-0.018210261,0.676158272,-0.694368532,0,0,0.0,0.0,0.0,0,0.0,P26
1677138502,0.0,0.0,0.027687991,0.692313674,-0.664625684,0,0,0.0,0.0,0.0,0,0.0,P26
1677138502,0.0781,0.0781,0.048126501,0.70877237,-0.660645869,0,0,0.0,0.0,0.0,0,0.0,P26
1677138503,0.042251,0.042251,0.068167695,0.725529543,-0.657361848,0,0,0.0,0.0,0.0,0,0.0,P26
1677138503,0.069138,0.069138,0.054090701,0.742578795,-0.688488094,0,0,0.0,0.0,0.0,0,0.0,P26
1677138503,0.111389,0.111389,0.10822115,0.759912146,-0.651690996,0,0,0.0,0.0,0.0,0,0.0,P26
1677138503,0.204853,0.204853,0.231779549,0.777520039,-0.54574049,0,0,0.0,0.0,0.0,0,0.0,P26
1677138504,0.27143,0.27143,0.220724511,0.795391422,-0.574666911,0,0,0.0,0.0,0.0,0,0.0,P26
1677138504,0.23302,0.23302,0.300025363,0.813513847,-0.513488484,0,0,0.0,0.0,0.0,0,0.0,P26
1677138504,0.519814,0.519814,0.448767792,0.831873567,-0.383105775,0,0,0.0,0.0,0.0,0,0.0,P26
1677138504,0.236861,0.236861,0.301685039,0.850455647,-0.548770609,1,0,0.0,0.0,0.0,0,0.0,P26
1677138505,0.431471,0.431471,0.375516593,0.869244019,-0.493727426,0,0,0.0,0.0,0.0,0,0.0,P26
1677138505,0.727227,0.727227,0.777933553,0.88822151,-0.110287957,0,0,0.0,0.0,0.0,0,0.0,P26
1677138505,0.860648,0.860648,0.813727635,0.907370044,-0.093642409,0,0,0.0,0.0,0.0,0,0.0,P26
1677138505,0.837602,0.837602,0.871860396,0.926671007,-0.054810611,0,0,0.0,0.0,0.0,0,0.0,P26
1677138506,1.148722,1.148722,1.14539671,0.946105561,0.19929115,0,0,0.0,0.0,0.0,0,0.0,P26
1677138506,1.280665,1.280665,1.237618622,0.965654903,0.271963719,0,0,0.0,0.0,0.0,0,0.0,P26
1677138506,1.334438,1.334438,1.420331449,0.985300592,0.435030857,0,1,0.435030857,0.983801466,0.875,0,0.0,P26
1677138506,1.260179,1.260179,1.161488464,1.005024818,0.156463646,0,0,0.0,0.0,0.0,0,0.0,P26
1677138507,0.545756,0.545756,0.61050596,1.024810384,-0.414304424,1,0,0.0,0.0,0.0,0,0.0,P26
1677138507,1.002833,1.002833,1.011440506,1.044640281,-0.033199775,0,0,0.0,0.0,0.0,0,0.0,P26
1677138507,1.279384,1.279384,1.187195719,1.064497286,0.122698433,0,1,0.122698433,0.537002857,0.25,0,0.0,P26
1677138507,0.589287,0.589287,0.744028502,1.084363944,-0.340335442,1,0,0.0,0.0,0.0,0,0.0,P26
1677138508,1.388212,1.388212,1.203231924,1.104222643,0.099009281,0,0,0.0,0.0,0.0,0,0.0,P26
1677138508,1.191042,1.191042,1.386938082,1.124055632,0.26288245,0,1,0.26288245,0.603217892,0.25,0,0.0,P26
1677138508,1.14495,1.14495,0.938279783,1.143845189,-0.205565407,0,0,0.0,0.0,0.0,0,0.0,P26
1677138508,1.083494,1.083494,1.30224618,1.163573736,0.138672444,0,0,0.0,0.0,0.0,0,0.0,P26
1677138509,1.366447,1.366447,1.157117233,1.183223758,-0.026106525,0,0,0.0,0.0,0.0,0,0.0,P26
1677138509,0.433087,0.433087,0.583502582,1.202777676,-0.619275094,1,0,0.0,0.0,0.0,0,0.0,P26
1677138509,1.120554,1.120554,1.082322881,1.222217548,-0.139894666,0,1,-0.139894666,0.479380428,0.125,0,0.0,P26
1677138509,1.175678,1.175678,1.082388678,1.241524778,-0.1591361,0,0,0.0,0.0,0.0,0,0.0,P26
1677138510,0.553438,0.553438,0.742216602,1.260680103,-0.518463501,0,0,0.0,0.0,0.0,1,,P26
1677138510,1.293468,1.293468,1.086988953,1.279663604,-0.192674652,0,0,0.0,0.0,0.0,0,0.0,P26
1677138510,0.52271,0.52271,0.668010697,1.298454576,-0.630443879,0,0,0.0,0.0,0.0,0,0.0,P26
1677138510,0.531672,0.531672,0.487975259,1.317031312,-0.829056053,1,0,0.0,0.0,0.0,0,0.0,P26
1677138511,1.631475,1.631475,1.584466798,1.335370893,0.249095904,0,0,0.0,0.0,0.0,0,0.0,P26
1677138511,2.00799,2.00799,2.100748834,1.353449519,0.747299314,0,1,0.747299314,1.576355368,0.25,0,0.0,P26
1677138511,2.004349,2.004349,1.914971876,1.371243548,0.543728328,0,0,0.0,0.0,0.0,0,0.0,P26
1677138511,1.832785,1.832785,1.887628047,1.388730428,0.498897619,0,0,0.0,0.0,0.0,0,0.0,P26
1677138512,1.913445,1.913445,1.900161969,1.405888945,0.494273024,0,0,0.0,0.0,0.0,0,0.0,P26
1677138512,2.023553,2.023553,2.006125403,1.422699144,0.583426259,0,0,0.0,0.0,0.0,0,0.0,P26
1677138512,2.078608,2.078608,2.108868599,1.439142337,0.669726263,0,0,0.0,0.0,0.0,0,0.0,P26
1677138512,2.140064,2.140064,2.1127611,1.455201218,0.657559881,0,0,0.0,0.0,0.0,0,0.0,P26
1677138513,2.132381,2.132381,2.147585435,1.470859995,0.67672544,0,0,0.0,0.0,0.0,0,0.0,P26
1677138513,2.149026,2.149026,2.147987831,1.486104446,0.661883385,0,0,0.0,0.0,0.0,0,0.0,P26
1677138513,2.101654,2.101654,2.091706614,1.500921926,0.590784688,0,0,0.0,0.0,0.0,0,0.0,P26
1677138513,2.077327,2.077327,2.092356446,1.515301318,0.577055128,0,0,0.0,0.0,0.0,0,0.0,P26
1677138514,2.169511,2.169511,2.155467542,1.529232962,0.62623458,0,0,0.0,0.0,0.0,0,0.0,P26
1677138514,2.151586,2.151586,2.160556798,1.542708629,0.61784817,0,0,0.0,0.0,0.0,0,0.0,P26
1677138514,2.111896,2.111896,2.109043518,1.555721528,0.55332199,0,0,0.0,0.0,0.0,0,0.0,P26
1677138514,2.091411,2.091411,2.089720296,1.568266285,0.52145401,0,0,0.0,0.0,0.0,0,0.0,P26
1677138515,2.070926,2.070926,2.074404495,1.580338865,0.494065629,0,0,0.0,0.0,0.0,0,0.0,P26
1677138515,2.046599,2.046599,2.043784581,1.591936479,0.451848103,0,0,0.0,0.0,0.0,0,0.0,P26
1677138515,2.024834,2.024834,2.025663938,1.603057503,0.422606435,0,0,0.0,0.0,0.0,0,0.0,P26
1677138515,2.01075,2.01075,2.012009737,1.613701398,0.398308339,0,0,0.0,0.0,0.0,0,0.0,P26
1677138516,2.000508,2.000508,1.99789091,1.623868638,0.374022272,0,0,0.0,0.0,0.0,0,0.0,P26
1677138516,1.986424,1.986424,1.989357124,1.633560646,0.355796478,0,0,0.0,0.0,0.0,0,0.0,P26
1677138516,1.988985,1.988985,1.986607274,1.642779741,0.343827533,0,0,0.0,0.0,0.0,0,0.0,P26
1677138516,1.980022,1.980022,1.981453429,1.651529095,0.329924334,0,0,0.0,0.0,0.0,0,0.0,P26
1677138517,1.96978,1.96978,1.969133315,1.659812695,0.309320619,0,0,0.0,0.0,0.0,0,0.0,P26
1677138517,1.953135,1.953135,1.953539931,1.667635309,0.285904621,0,0,0.0,0.0,0.0,0,0.0,P26
1677138517,1.942893,1.942893,1.942142352,1.675002436,0.267139916,0,0,0.0,0.0,0.0,0,0.0,P26
1677138517,1.941612,1.941612,1.942981661,1.681920262,0.261061399,0,0,0.0,0.0,0.0,0,0.0,P26
1677138518,1.942893,1.942893,1.941144406,1.688395619,0.252748787,0,0,0.0,0.0,0.0,0,0.0,P26
1677138518,1.926249,1.926249,1.927718567,1.69443596,0.233282608,0,0,0.0,0.0,0.0,0,0.0,P26
1677138518,1.918566,1.918566,1.918089758,1.700049328,0.218040431,0,0,0.0,0.0,0.0,0,0.0,P26
1677138518,1.912165,1.912165,1.911299425,1.705244325,0.206055099,0,0,0.0,0.0,0.0,0,0.0,P26
1677138519,1.900642,1.900642,1.902592527,1.710030076,0.192562451,0,0,0.0,0.0,0.0,0,0.0,P26
1677138519,1.895521,1.895521,1.893269287,1.714416193,0.178853094,0,0,0.0,0.0,0.0,0,0.0,P26
1677138519,1.885278,1.885278,1.886905316,1.718412747,0.168492569,0,0,0.0,0.0,0.0,0,0.0,P26
1677138519,1.883998,1.883998,1.883509397,1.722030239,0.161479158,0,0,0.0,0.0,0.0,0,0.0,P26
1677138520,1.871194,1.871194,1.870906675,1.725279573,0.145627102,0,0,0.0,0.0,0.0,0,0.0,P26
1677138520,1.863512,1.863512,1.86328477,1.728172029,0.13511274,0,0,0.0,0.0,0.0,0,0.0,P26
1677138520,1.85583,1.85583,1.858179436,1.73071924,0.127460196,0,0,0.0,0.0,0.0,0,0.0,P26
1677138520,1.850709,1.850709,1.845520673,1.732933159,0.112587514,0,0,0.0,0.0,0.0,0,0.0,P26
1677138521,1.843027,1.843027,1.84957955,1.734826043,0.114753507,0,0,0.0,0.0,0.0,0,0.0,P26
1677138521,1.843027,1.843027,1.839347644,1.736410427,0.102937217,0,0,0.0,0.0,0.0,0,0.0,P26
1677138521,1.839186,1.839186,1.83386127,1.737699108,0.096162162,0,0,0.0,0.0,0.0,0,0.0,P26
1677138521,1.845588,1.845588,1.865603972,1.738705139,0.126898833,0,0,0.0,0.0,0.0,0,0.0,P26
1677138522,1.839186,1.839186,1.802091379,1.739441821,0.062649559,0,0,0.0,0.0,0.0,0,0.0,P26
